井名	深度	GR	SP	SH	AT90	AC	PERM	POR	SW	RT	DEN	解释结论	层位
地207-42	2464.625	59.259	80.768	15.206	4.962	235.980	0.010	0.100	99.900	4.959	2.510		chang4+5
地207-42	2464.750	73.383	80.849	28.500	5.328	241.631	0.010	0.100	99.900	5.146	2.510		chang4+5
地207-42	2464.875	97.049	80.967	51.792	6.236	251.280	0.010	0.100	99.900	5.791	2.510		chang4+5
地207-42	2465.000	119.924	81.128	74.980	7.541	262.016	0.010	0.100	99.900	6.909	2.518	油层	chang4+5
地207-42	2465.125	130.621	81.335	84.560	8.616	269.604	0.010	0.100	99.900	8.107	2.536	油层	chang4+5
地207-42	2465.250	129.891	81.586	80.734	9.225	270.427	0.010	0.100	99.900	8.943	2.562	油层	chang4+5
地207-42	2465.375	124.229	81.879	72.090	9.745	263.365	0.010	0.100	99.900	9.498	2.591	油层	chang4+5
地207-42	2465.500	117.859	82.216	63.947	10.243	253.629	0.010	0.100	99.900	10.005	2.616	油层	chang4+5
地207-42	2465.625	112.620	82.592	58.234	10.506	245.743	0.010	0.100	99.900	10.385	2.632	油层	chang4+5
地207-42	2465.750	108.563	82.997	52.126	10.859	241.956	0.010	0.100	99.900	10.688	2.636	油层	chang4+5
地207-42	2465.875	100.349	83.424	41.718	11.947	241.804	0.010	0.100	99.900	11.411	2.629	油层	chang4+5
地207-42	2466.000	88.162	83.864	31.740	13.555	242.380	0.010	0.100	99.900	12.776	2.618	油层	chang4+5
地207-42	2466.125	81.509	84.306	28.545	15.042	242.184	0.010	0.100	99.900	14.334	2.606	油层	chang4+5
地207-42	2466.250	83.010	84.741	30.519	16.136	240.894	0.010	0.100	99.900	15.621	2.595	油层	chang4+5
地207-42	2466.375	85.990	85.158	31.733	17.117	239.293	0.010	0.100	99.900	16.649	2.587	油层	chang4+5
地207-42	2466.500	85.735	85.549	32.886	18.343	239.351	0.010	0.100	99.900	17.751	2.571	油层	chang4+5
地207-42	2466.625	90.897	85.906	40.278	19.498	243.476	0.010	0.100	99.900	18.947	2.537	油层	chang4+5
地207-42	2466.750	103.008	86.228	53.131	19.003	253.362	0.010	0.100	99.900	19.273	2.485	油层	chang4+5
地207-42	2466.875	114.337	86.513	64.325	16.175	268.267	0.010	0.100	99.900	17.574	2.425	油层	chang4+5
地207-42	2467.000	120.921	86.762	74.101	12.796	282.394	0.010	0.100	99.900	14.422	2.378	油层	chang4+5
地207-42	2467.125	128.665	86.978	84.302	10.471	290.427	0.010	0.100	99.900	11.561	2.357	油层	chang4+5
地207-42	2467.250	133.819	87.170	91.031	9.481	289.546	0.010	0.100	99.900	9.928	2.369	油层	chang4+5
地207-42	2467.375	135.518	87.344	90.265	9.718	280.128	0.010	0.100	99.900	9.581	2.410	油层	chang4+5
地207-42	2467.500	130.892	87.510	81.200	10.824	268.181	0.010	0.100	99.900	10.278	2.459	油层	chang4+5
地207-42	2467.625	123.001	87.675	69.686	12.955	258.573	0.010	0.100	99.900	11.915	2.503	油层	chang4+5
地207-42	2467.750	115.397	87.848	61.399	16.369	254.832	0.010	0.100	99.900	14.710	2.529	油层	chang4+5
地207-42	2467.875	113.077	88.033	63.027	19.600	259.554	0.010	0.100	99.900	18.059	2.525	油层	chang4+5
地207-42	2468.000	121.165	88.235	77.323	18.585	270.060	0.010	0.100	99.900	19.157	2.501	油层	chang4+5
地207-42	2468.125	134.166	88.453	93.597	14.246	282.580	0.010	0.100	99.900	16.387	2.474	油层	chang4+5
地207-42	2468.250	142.289	88.684	99.900	11.329	292.611	0.010	0.100	99.900	12.693	2.461	油层	chang4+5
地207-42	2468.375	143.575	88.920	97.215	10.461	295.605	0.010	0.100	99.900	10.836	2.469	油层	chang4+5
地207-42	2468.500	135.043	89.153	86.491	10.708	292.106	0.010	0.100	99.900	10.568	2.493	油层	chang4+5
地207-42	2468.625	125.916	89.370	76.092	10.964	284.387	0.010	0.100	99.900	10.842	2.526		chang4+5
地207-42	2468.750	124.455	89.559	77.915	10.735	275.713	0.010	0.100	99.900	10.854	2.559		chang4+5
地207-42	2468.875	130.176	89.705	87.213	10.458	269.533	0.010	0.100	99.900	10.591	2.576		chang4+5
地207-42	2469.000	135.761	89.794	92.867	10.155	266.900	0.010	0.100	99.900	10.301	2.571		chang4+5
地207-42	2469.125	135.422	89.808	90.452	9.460	267.655	0.010	0.100	99.900	9.801	2.545		chang4+5
地207-42	2469.250	132.713	89.745	88.065	8.588	271.019	0.010	0.100	99.900	9.009	2.504		chang4+5
地207-42	2469.375	133.215	89.595	88.645	7.887	276.118	0.010	0.100	99.900	8.219	2.456		chang4+5
地207-42	2469.500	132.803	89.349	86.271	7.268	281.247	0.010	0.100	99.900	7.563	2.409		chang4+5
地207-42	2469.625	129.030	89.000	79.064	6.623	284.213	0.010	0.100	99.900	6.932	2.367		chang4+5
地207-42	2469.750	122.128	88.560	67.913	6.205	282.117	0.010	0.100	99.900	6.400	2.330		chang4+5
地207-42	2469.875	111.940	88.033	54.357	6.394	271.576	0.010	0.100	99.900	6.292	2.313		chang4+5
地207-42	2470.000	99.481	87.422	40.711	7.641	254.957	0.010	0.100	99.900	7.023	2.323		chang4+5
地207-42	2470.125	86.188	86.739	29.124	11.052	236.705	0.010	0.100	99.900	9.376	2.362		chang4+5
地207-42	2470.250	75.443	86.006	22.642	17.714	222.278	0.010	0.100	99.900	14.461	2.422		chang4+5
地207-42	2470.375	73.268	85.240	23.417	23.846	217.262	0.010	0.100	99.900	20.925	2.497		chang4+5
地207-42	2470.500	80.134	84.464	30.083	22.386	220.811	0.010	0.100	99.900	23.239	2.574		chang4+5
地207-42	2470.625	90.882	83.701	40.075	17.469	230.075	0.010	0.100	99.900	19.886	2.633		chang4+5
地207-42	2470.750	101.331	82.975	48.354	13.722	240.998	0.010	0.100	99.900	15.489	2.658		chang4+5
地207-42	2470.875	105.133	82.306	50.392	11.703	249.171	0.010	0.100	99.900	12.635	2.656		chang4+5
地207-42	2471.000	103.985	81.718	49.205	10.843	252.834	0.010	0.100	99.900	11.232	2.651		chang4+5
地207-42	2471.125	103.101	81.229	48.440	10.688	252.013	0.010	0.100	99.900	10.749	2.649		chang4+5
地207-42	2471.250	103.107	80.838	49.359	10.906	248.106	0.010	0.100	99.900	10.794	2.649		chang4+5
地207-42	2471.375	106.366	80.546	55.611	11.390	243.660	0.010	0.100	99.900	11.153	2.647		chang4+5
地207-42	2471.500	115.526	80.351	67.900	11.788	241.594	0.010	0.100	99.900	11.600	2.640		chang4+5
地207-42	2471.625	126.058	80.239	82.465	11.729	243.879	0.010	0.100	99.900	11.767	2.625		chang4+5
地207-42	2471.750	135.170	80.180	94.849	11.357	250.971	0.010	0.100	99.900	11.541	2.601		chang4+5
地207-42	2471.875	140.408	80.148	99.900	10.903	260.773	0.010	0.100	99.900	11.122	2.570	干层	chang4+5
地207-42	2472.000	140.350	80.112	96.139	10.352	268.163	0.010	0.100	99.900	10.617	2.542	干层	chang4+5
地207-42	2472.125	133.245	80.036	82.446	9.835	269.255	0.010	0.100	99.900	10.082	2.527	干层	chang4+5
地207-42	2472.250	119.001	79.893	60.390	9.621	262.863	0.010	0.100	99.900	9.718	2.525	干层	chang4+5
地207-42	2472.375	99.401	79.659	39.329	9.802	250.933	0.010	0.100	99.900	9.708	2.530	干层	chang4+5
地207-42	2472.500	82.086	79.306	26.104	10.197	238.780	0.010	0.100	99.900	10.004	2.536	干层	chang4+5
地207-42	2472.625	72.581	78.818	17.046	10.633	229.386	0.025	5.690	98.620	10.424	2.539	干层	chang4+5
地207-42	2472.750	70.892	78.204	12.180	11.229	223.305	0.039	11.457	97.941	10.941	2.538	干层	chang4+5
地207-42	2472.875	72.655	77.472	11.862	12.400	219.263	0.040	10.972	97.724	11.828	2.541	干层	chang4+5
地207-42	2473.000	69.842	76.630	10.206	14.699	215.294	0.052	10.588	94.153	13.576	2.556	干层	chang4+5
地207-42	2473.125	63.490	75.702	7.979	19.282	211.004	0.036	10.187	87.146	17.043	2.579	干层	chang4+5
地207-42	2473.250	57.608	74.726	6.257	28.101	207.081	0.010	9.788	76.740	23.796	2.604	干层	chang4+5
地207-42	2473.375	54.390	73.734	5.492	45.014	205.062	0.010	9.501	63.811	36.759	2.619	干层	chang4+5
地207-42	2473.500	54.504	72.765	5.698	59.726	205.502	0.010	9.429	52.944	52.738	2.619	干层	chang4+5
地207-42	2473.625	57.492	71.857	6.996	56.887	208.245	0.010	9.588	49.172	58.603	2.603	干层	chang4+5
地207-42	2473.750	64.078	71.039	9.265	44.762	212.460	0.208	9.930	51.546	50.739	2.574	干层	chang4+5
地207-42	2473.875	70.783	70.335	11.321	30.449	216.936	0.381	10.355	58.469	37.335	2.544	干层	chang4+5
地207-42	2474.000	74.162	69.775	12.731	20.634	220.637	0.276	10.752	68.888	25.237	2.520	干层	chang4+5
地207-42	2474.125	76.683	69.380	13.638	16.799	223.139	0.184	11.051	77.825	18.516	2.506	干层	chang4+5
地207-42	2474.250	77.189	69.142	13.817	15.332	224.488	0.148	11.235	82.372	15.991	2.504	干层	chang4+5
地207-42	2474.375	76.583	69.060	13.774	14.771	225.067	0.134	11.326	84.363	15.023	2.514	干层	chang4+5
地207-42	2474.500	76.457	69.137	13.641	14.739	225.573	0.131	11.377	84.825	14.744	2.526	干层	chang4+5
地207-42	2474.625	74.697	69.367	12.642	14.653	226.346	0.135	11.439	84.575	14.696	2.531		chang4+5
地207-42	2474.750	69.632	69.722	11.061	13.962	227.463	0.133	11.531	85.159	14.305	2.526		chang4+5
地207-42	2474.875	66.073	70.183	10.771	13.136	228.863	0.120	11.654	86.783	13.534	2.512		chang4+5
地207-42	2475.000	69.789	70.739	12.891	12.932	230.320	0.108	11.793	87.584	13.017	2.503		chang4+5
地207-42	2475.125	79.297	71.370	16.666	13.424	231.505	0.107	11.922	86.282	13.174	2.508		chang4+5
地207-42	2475.250	89.108	72.050	20.185	14.209	231.886	0.112	11.997	83.783	13.828	2.530		chang4+5
地207-42	2475.375	93.691	72.761	20.618	15.271	230.847	0.122	11.963	81.303	14.757	2.565		chang4+5
地207-42	2475.500	88.661	73.485	17.955	17.230	229.169	0.144	11.829	78.229	16.274	2.596		chang4+5
地207-42	2475.625	82.009	74.203	15.994	20.585	228.465	0.184	11.712	73.224	18.952	2.611		chang4+5
地207-42	2475.750	82.697	74.900	17.909	22.450	230.456	0.220	11.777	68.146	21.589	2.609		chang4+5
地207-42	2475.875	94.649	75.561	37.700	19.946	236.007	0.124	6.221	82.369	21.232	2.600		chang4+5
地207-42	2476.000	112.252	76.172	64.828	16.355	242.820	0.010	0.100	99.900	18.092	2.595		chang4+5
地207-42	2476.125	124.098	76.720	76.734	14.667	248.305	0.010	0.100	99.900	15.435	2.593		chang4+5
地207-42	2476.250	127.542	77.201	79.506	14.776	250.577	0.010	0.100	99.900	14.688	2.592		chang4+5
地207-42	2476.375	126.813	77.612	77.965	15.428	248.883	0.010	0.100	99.900	15.106	2.586		chang4+5
地207-42	2476.500	125.644	77.944	77.381	15.249	245.043	0.010	0.100	99.900	15.352	2.577		chang4+5
地207-42	2476.625	125.948	78.196	76.226	14.255	240.510	0.010	0.100	99.900	14.746	2.566		chang4+5
地207-42	2476.750	122.447	78.377	68.959	13.358	236.359	0.010	0.100	99.900	13.785	2.562		chang4+5
地207-42	2476.875	114.688	78.493	60.036	13.037	233.548	0.010	0.100	99.900	13.179	2.570		chang4+5
地207-42	2477.000	110.448	78.546	57.581	13.224	232.291	0.010	0.100	99.900	13.125	2.587		chang4+5
地207-42	2477.125	111.635	78.546	57.779	13.887	232.410	0.010	0.100	99.900	13.560	2.604		chang4+5
地207-42	2477.250	108.818	78.509	51.607	14.982	233.126	0.010	0.100	99.900	14.450	2.616		chang4+5
地207-42	2477.375	99.180	78.446	41.679	16.404	233.060	0.010	0.100	99.900	15.717	2.619		chang4+5
地207-42	2477.500	91.032	78.371	35.440	17.901	231.500	0.010	0.100	99.900	17.183	2.617		chang4+5
地207-42	2477.625	87.579	78.298	32.862	19.340	228.624	0.010	0.100	99.900	18.653	2.610		chang4+5
地207-42	2477.750	85.908	78.241	31.881	20.668	225.286	0.010	0.100	99.900	20.035	2.601		chang4+5
地207-42	2477.875	85.113	78.213	30.277	21.723	222.814	0.010	0.100	99.900	21.224	2.591		chang4+5
地207-42	2478.000	81.486	78.227	27.444	22.227	222.188	0.010	0.100	99.900	21.997	2.581		chang4+5
地207-42	2478.125	79.285	78.290	27.191	21.897	224.335	0.010	0.100	99.900	22.072	2.572		chang4+5
地207-42	2478.250	83.263	78.402	32.698	20.942	230.031	0.010	0.100	99.900	21.411	2.563		chang4+5
地207-42	2478.375	94.547	78.564	45.351	19.484	239.554	0.010	0.100	99.900	20.191	2.556		chang4+5
地207-42	2478.500	109.201	78.776	58.709	17.388	250.100	0.010	0.100	99.900	18.404	2.554		chang4+5
地207-42	2478.625	115.868	79.036	63.118	15.092	258.138	0.010	0.100	99.900	16.194	2.555		chang4+5
地207-42	2478.750	113.927	79.335	59.009	13.610	260.433	0.010	0.100	99.900	14.302	2.561		chang4+5
地207-42	2478.875	107.426	79.668	49.644	13.472	255.003	0.010	0.100	99.900	13.511	2.573		chang4+5
地207-42	2479.000	95.727	80.029	36.776	14.638	245.640	0.010	0.100	99.900	14.054	2.588		chang4+5
地207-42	2479.125	81.868	80.410	26.512	17.096	237.056	0.010	0.100	99.900	15.895	2.603		chang4+5
地207-42	2479.250	75.945	80.798	25.554	20.672	233.916	0.010	0.100	99.900	18.939	2.613		chang4+5
地207-42	2479.375	84.931	81.185	38.117	24.321	240.205	0.010	0.100	99.900	22.574	2.604		chang4+5
地207-42	2479.500	107.443	81.561	64.696	24.578	253.132	0.010	0.100	99.900	24.525	2.570		chang4+5
地207-42	2479.625	131.782	81.909	90.512	20.111	267.867	0.010	0.100	99.900	22.342	2.509		chang4+5
地207-42	2479.750	146.867	82.210	99.900	15.075	278.568	0.010	0.100	99.900	17.492	2.439		chang4+5
地207-42	2479.875	145.306	82.447	97.848	12.157	279.598	0.010	0.100	99.900	13.509	2.390		chang4+5
地207-42	2480.000	136.385	82.608	90.300	11.150	272.759	0.010	0.100	99.900	11.595	2.380		chang4+5
地207-42	2480.125	130.454	82.687	83.564	11.229	262.323	0.010	0.100	99.900	11.171	2.404		chang4+5
地207-42	2480.250	129.276	82.696	82.170	11.250	253.390	0.010	0.100	99.900	11.242	2.453		chang4+5
地207-42	2480.375	128.997	82.638	82.313	10.693	250.210	0.010	0.100	99.900	10.971	2.507		chang4+5
地207-42	2480.500	129.359	82.518	81.848	9.831	251.744	0.010	0.100	99.900	10.249	2.547		chang4+5
地207-42	2480.625	128.083	82.348	80.273	9.068	255.496	0.010	0.100	99.900	9.431	2.564		chang4+5
地207-42	2480.750	126.749	82.156	76.367	8.563	258.882	0.010	0.100	99.900	8.799	2.562		chang4+5
地207-42	2480.875	122.345	81.956	71.450	8.346	260.157	0.010	0.100	99.900	8.444	2.557		chang4+5
地207-42	2481.000	121.185	81.754	71.838	8.158	259.673	0.010	0.100	99.900	8.248	2.556		chang4+5
地207-42	2481.125	124.151	81.554	77.139	7.680	257.937	0.010	0.100	99.900	7.915	2.560		chang4+5
地207-42	2481.250	128.241	81.352	80.796	7.077	255.113	0.010	0.100	99.900	7.368	2.572		chang4+5
地207-42	2481.375	127.933	81.144	79.607	6.969	250.810	0.010	0.100	99.900	7.010	2.592		chang4+5
地207-42	2481.500	126.319	80.927	77.160	7.843	245.328	0.010	0.100	99.900	7.405	2.615		chang4+5
地207-42	2481.625	124.190	80.698	73.016	10.273	239.421	0.010	0.100	99.900	9.079	2.637		chang4+5
地207-42	2481.750	119.851	80.458	66.748	13.881	234.205	0.010	0.100	99.900	12.132	2.657		chang4+5
地207-42	2481.875	115.384	80.210	62.455	17.070	230.894	0.010	0.100	99.900	15.554	2.667		chang4+5
地207-42	2482.000	113.808	79.957	59.956	18.622	229.298	0.010	0.100	99.900	17.912	2.665		chang4+5
地207-42	2482.125	110.996	79.703	56.339	19.216	228.709	0.010	0.100	99.900	18.950	2.656		chang4+5
地207-42	2482.250	107.700	79.453	52.546	19.618	228.112	0.010	0.100	99.900	19.429	2.645		chang4+5
地207-42	2482.375	103.736	79.213	46.702	19.956	226.389	0.010	0.100	99.900	19.795	2.641		chang4+5
地207-42	2482.500	95.841	78.982	38.583	20.734	223.484	0.010	0.100	99.900	20.353	2.641		chang4+5
地207-42	2482.625	87.811	78.755	32.077	22.408	220.093	0.010	0.100	99.900	21.589	2.644		chang4+5
地207-42	2482.750	83.528	78.522	30.688	24.271	217.407	0.010	0.100	99.900	23.376	2.646		chang4+5
地207-42	2482.875	87.548	78.272	36.564	24.367	216.842	0.010	0.100	99.900	24.357	2.643		chang4+5
地207-42	2483.000	97.986	77.988	46.802	22.082	218.361	0.010	0.100	99.900	23.223	2.634		chang4+5
地207-42	2483.125	107.994	77.656	57.520	19.144	221.379	0.010	0.100	99.900	20.561	2.623		chang4+5
地207-42	2483.250	115.280	77.275	62.578	17.095	224.905	0.010	0.100	99.900	18.057	2.618		chang4+5
地207-42	2483.375	112.686	76.834	55.178	16.162	227.591	0.010	0.100	99.900	16.586	2.622		chang4+5
地207-42	2483.500	100.474	76.314	42.324	16.002	228.669	0.010	0.100	99.900	16.063	2.631		chang4+5
地207-42	2483.625	90.532	75.695	35.152	16.441	228.065	0.010	0.100	99.900	16.219	2.639		chang4+5
地207-42	2483.750	88.021	74.974	34.035	17.506	226.520	0.010	0.100	99.900	16.984	2.639		chang4+5
地207-42	2483.875	89.511	74.153	36.588	19.107	225.539	0.010	0.100	99.900	18.331	2.627		chang4+5
地207-42	2484.000	94.915	73.225	42.895	19.868	225.959	0.010	0.100	99.900	19.522	2.611		chang4+5
地207-42	2484.125	102.331	72.186	48.918	18.729	227.306	0.010	0.100	99.900	19.312	2.598		chang4+5
地207-42	2484.250	103.657	71.046	46.210	17.120	228.065	0.010	0.100	99.900	17.898	2.597		chang4+5
地207-42	2484.375	94.009	69.811	35.815	17.020	226.217	0.010	0.100	99.900	17.037	2.605		chang4+5
地207-42	2484.500	82.020	68.499	26.367	19.435	221.924	0.010	0.100	99.900	18.229	2.614	差油层	chang4+5
地207-42	2484.625	73.093	67.138	20.401	25.640	216.621	0.010	0.100	99.900	22.595	2.622	差油层	chang4+5
地207-42	2484.750	67.854	65.757	18.073	33.204	212.418	0.010	0.100	99.900	29.560	2.625	差油层	chang4+5
地207-42	2484.875	68.560	64.367	14.826	34.756	211.626	0.863	4.878	72.735	34.138	2.621	差油层	chang4+5
地207-42	2485.000	73.178	62.988	11.800	30.053	214.203	1.801	10.172	44.540	32.426	2.609	差油层	chang4+5
地207-42	2485.125	74.236	61.649	11.836	25.102	219.381	1.915	10.555	46.936	27.471	2.594	差油层	chang4+5
地207-42	2485.250	70.035	60.364	10.798	21.920	225.990	2.208	11.132	48.561	23.407	2.574	差油层	chang4+5
地207-42	2485.375	65.247	59.146	10.138	20.500	232.784	2.685	11.785	48.650	21.145	2.547	差油层	chang4+5
地207-42	2485.500	63.447	58.007	10.163	20.131	238.728	3.337	12.403	47.558	20.288	2.518	差油层	chang4+5
地207-42	2485.625	62.564	56.959	10.359	19.383	243.142	3.970	12.903	46.612	19.750	2.492	差油层	chang4+5
地207-42	2485.750	62.284	55.997	10.541	17.107	245.606	4.122	13.233	47.551	18.227	2.469	差油层	chang4+5
地207-42	2485.875	61.918	55.126	10.455	14.116	245.882	3.585	13.362	51.156	15.561	2.450	差油层	chang4+5
地207-42	2486.000	60.962	54.351	10.133	11.681	244.922	2.736	13.324	56.459	12.834	2.436	差油层	chang4+5
地207-42	2486.125	60.357	53.669	10.011	10.331	243.598	2.060	13.211	61.427	10.955	2.425	差油层	chang4+5
地207-42	2486.250	61.343	53.068	10.401	9.753	242.642	1.696	13.100	64.634	10.015	2.414	差油层	chang4+5
地207-42	2486.375	63.264	52.547	10.692	9.509	242.538	1.564	13.049	66.146	9.619	2.404	差油层	chang4+5
地207-42	2486.500	62.607	52.102	10.328	9.180	243.085	1.534	13.073	67.032	9.339	2.398	差油层	chang4+5
地207-42	2486.625	60.956	51.729	10.134	8.722	243.954	1.473	13.143	68.200	8.944	2.396	差油层	chang4+5
地207-42	2486.750	62.280	51.413	11.092	8.251	244.700	1.340	13.222	69.704	8.476	2.398	差油层	chang4+5
地207-42	2486.875	66.876	51.153	12.335	7.806	244.596	1.178	13.252	71.528	8.018	2.402	差油层	chang4+5
地207-42	2487.000	68.522	50.947	12.458	7.515	243.151	1.038	13.175	73.578	7.651	2.410	差油层	chang4+5
地207-42	2487.125	67.127	50.792	11.667	7.664	239.969	0.959	12.948	74.992	7.584	2.423	差油层	chang4+5
地207-42	2487.250	64.628	50.681	10.449	8.451	234.909	0.977	12.545	74.760	8.061	2.442	差油层	chang4+5
地207-42	2487.375	62.058	50.608	9.496	9.971	228.112	1.081	11.966	72.816	9.229	2.472	差油层	chang4+5
地207-42	2487.500	62.046	50.573	8.881	12.178	220.893	1.241	11.282	69.815	11.109	2.510	差油层	chang4+5
地207-42	2487.625	60.827	50.574	7.759	15.366	214.745	1.511	10.634	65.873	13.821	2.551	差油层	chang4+5
地207-42	2487.750	56.987	50.605	6.308	19.289	211.160	0.887	10.164	60.989	17.397	2.584	差油层	chang4+5
地207-42	2487.875	53.428	50.662	5.613	21.985	211.570	1.333	10.016	56.433	20.720	2.597	差油层	chang4+5
地207-42	2488.000	53.833	50.746	6.048	21.435	214.999	2.843	10.210	54.101	21.763	2.591	差油层	chang4+5
地207-42	2488.125	55.830	50.856	6.715	18.805	220.101	2.894	10.630	54.478	20.103	2.573		chang4+5
地207-42	2488.250	55.938	50.987	6.929	16.238	225.415	2.797	11.138	56.205	17.463	2.550		chang4+5
地207-42	2488.375	54.517	51.139	6.927	14.289	229.810	2.644	11.609	58.132	15.209	2.529		chang4+5
地207-42	2488.500	54.091	51.314	7.323	12.671	233.243	2.397	11.987	60.185	13.439	2.513		chang4+5
地207-42	2488.625	56.282	51.514	8.383	11.320	235.971	2.063	12.284	62.482	11.961	2.501		chang4+5
地207-42	2488.750	60.108	51.736	9.598	10.242	238.251	1.744	12.525	64.813	10.753	2.492		chang4+5
地207-42	2488.875	62.225	51.983	10.009	9.450	240.154	1.522	12.727	66.882	9.823	2.482		chang4+5
地207-42	2489.000	60.975	52.263	9.773	8.899	241.677	1.383	12.893	68.503	9.158	2.473		chang4+5
地207-42	2489.125	60.169	52.582	9.774	8.580	242.686	1.281	13.015	69.600	8.728	2.464	干层	chang4+5
地207-42	2489.250	60.925	52.944	10.226	8.448	243.065	1.202	13.081	70.189	8.508	2.454	干层	chang4+5
地207-42	2489.375	63.024	53.352	10.908	8.511	242.831	1.147	13.087	70.289	8.477	2.443	干层	chang4+5
地207-42	2489.500	64.768	53.819	11.195	8.755	242.502	1.142	13.058	69.778	8.634	2.435	干层	chang4+5
地207-42	2489.625	64.524	54.354	11.149	9.123	242.554	1.192	13.045	68.625	8.944	2.432	干层	chang4+5
地207-42	2489.750	65.468	54.957	12.054	9.445	243.150	1.234	13.077	67.188	9.292	2.436	干层	chang4+5
地207-42	2489.875	71.159	55.635	14.412	9.533	243.822	1.198	13.139	66.188	9.495	2.445	干层	chang4+5
地207-42	2490.000	78.621	56.391	16.976	9.499	243.764	1.099	13.169	65.984	9.517	2.455	干层	chang4+5
地207-42	2490.125	83.558	57.216	18.404	9.646	242.588	1.006	13.108	66.059	9.572	2.464	干层	chang4+5
地207-42	2490.250	85.468	58.087	19.115	10.262	240.488	0.965	12.947	65.465	9.958	2.471	干层	chang4+5
地207-42	2490.375	87.799	58.987	19.754	11.508	238.073	0.995	12.726	63.538	10.899	2.477	干层	chang4+5
地207-42	2490.500	89.410	59.896	20.157	13.151	235.909	1.088	12.503	60.592	12.357	2.485	干层	chang4+5
地207-42	2490.625	90.592	60.793	20.325	14.660	234.197	1.186	12.316	57.747	13.941	2.497	干层	chang4+5
地207-42	2490.750	90.812	61.653	20.158	15.853	233.069	1.254	12.179	55.640	15.288	2.513	干层	chang4+5
地207-42	2490.875	90.631	62.451	20.249	16.660	232.868	1.287	12.116	54.138	16.282	2.534	干层	chang4+5
地207-42	2491.000	92.007	63.159	20.977	16.738	233.488	1.272	12.138	53.337	16.715	2.558	干层	chang4+5
地207-42	2491.125	92.364	63.765	19.843	16.061	234.484	1.263	12.218	53.558	16.400	2.586	干层	chang4+5
地207-42	2491.250	82.820	64.279	15.136	15.277	235.084	1.335	12.296	54.529	15.654	2.611	干层	chang4+5
地207-42	2491.375	66.714	64.708	9.970	14.877	234.373	1.428	12.290	55.610	15.060	2.628	干层	chang4+5
地207-42	2491.500	54.977	65.047	7.074	14.906	232.373	1.445	12.156	56.458	14.883	2.630	干层	chang4+5
地207-42	2491.625	50.449	65.291	5.983	15.599	229.385	1.413	11.911	56.742	15.254	2.618	干层	chang4+5
地207-42	2491.750	49.170	65.454	5.474	17.281	225.818	1.435	11.591	55.937	16.456	2.597	干层	chang4+5
地207-42	2491.875	48.251	65.549	4.966	20.431	222.289	1.586	11.246	53.631	18.895	2.577	干层	chang4+5
地207-42	2492.000	46.895	65.579	4.439	25.246	219.866	1.905	10.957	49.862	22.909	2.565	干层	chang4+5
地207-42	2492.125	46.138	65.545	4.467	30.159	219.792	2.307	10.839	45.633	27.807	2.560	干层	chang4+5
地207-42	2492.250	49.710	65.452	6.191	30.131	222.718	2.479	10.982	43.151	30.245	2.558	干层	chang4+5
地207-42	2492.375	60.814	65.296	10.336	24.828	227.717	2.201	11.373	44.102	27.469	2.559	干层	chang4+5
地207-42	2492.500	74.943	65.079	14.259	19.606	231.650	1.760	11.810	47.696	22.099	2.563	干层	chang4+5
地207-42	2492.625	77.930	64.806	13.844	17.161	232.287	1.535	12.029	51.478	18.274	2.575	干层	chang4+5
地207-42	2492.750	67.855	64.476	10.026	17.941	229.396	1.611	11.912	52.966	17.504	2.596	干层	chang4+5
地207-42	2492.875	55.922	64.076	6.853	23.748	225.228	2.075	11.563	50.078	20.869	2.614	干层	chang4+5
地207-42	2493.000	51.056	63.600	5.875	35.058	223.095	2.927	11.255	43.355	29.538	2.616	干层	chang4+5
地207-42	2493.125	51.947	63.054	6.197	42.340	224.454	3.735	11.222	37.463	38.943	2.596	干层	chang4+5
地207-42	2493.250	53.858	62.457	6.929	35.928	228.929	4.131	11.513	36.479	39.273	2.558	干层	chang4+5
地207-42	2493.375	56.436	61.823	8.423	27.081	234.897	3.996	12.025	39.518	31.352	2.518	干层	chang4+5
地207-42	2493.500	62.916	61.170	11.286	22.001	240.178	3.477	12.574	43.035	24.353	2.487	干层	chang4+5
地207-42	2493.625	71.694	60.525	14.030	19.602	243.468	3.078	12.988	45.316	20.698	2.474	干层	chang4+5
地207-42	2493.750	74.623	59.921	14.301	18.420	244.130	2.998	13.175	46.744	18.963	2.479	干层	chang4+5
地207-42	2493.875	69.913	59.396	12.121	18.258	242.157	3.124	13.106	47.762	18.315	2.495		chang4+5
地207-42	2494.000	62.065	58.980	9.728	18.558	239.225	3.250	12.863	48.405	18.406	2.511		chang4+5
地207-42	2494.125	57.900	58.690	8.631	18.230	236.773	3.157	12.600	49.266	18.400	2.518		chang4+5
地207-42	2494.250	57.080	58.514	8.266	16.753	235.667	2.829	12.429	51.164	17.483	2.518		chang4+5
地207-42	2494.375	56.488	58.452	8.162	14.681	235.934	2.374	12.391	54.203	15.684	2.511		chang4+5
地207-42	2494.500	56.908	58.500	8.399	12.993	236.544	1.923	12.436	57.603	13.793	2.502		chang4+5
地207-42	2494.625	58.408	58.646	9.113	12.194	236.889	1.604	12.483	60.116	12.559	2.498		chang4+5
地207-42	2494.750	62.412	58.867	10.734	12.351	236.871	1.449	12.498	60.770	12.257	2.503		chang4+5
