井名	深度	GR	SP	SH	IR4A	AC	PERM	POR	SW	DEN	RT	解释结论	层位
地211-57	2326.750	70.972	84.411	7.649	16.054	206.908	0.553	9.384	79.263	2.512	16.305	干层	chang4+5
地211-57	2326.875	76.257	84.538	10.137	14.793	218.369	0.779	10.416	74.226	2.508	15.094	干层	chang4+5
地211-57	2327.000	84.133	84.732	13.845	14.030	231.881	1.473	11.712	68.193	2.522	14.109	干层	chang4+5
地211-57	2327.125	92.620	84.985	18.822	13.815	243.039	2.689	12.889	62.618	2.548	13.831	干层	chang4+5
地211-57	2327.250	98.508	85.293	22.617	13.783	247.595	3.552	13.487	59.912	2.579	13.786	干层	chang4+5
地211-57	2327.375	103.195	85.657	24.910	13.817	244.223	3.290	13.323	60.637	2.606	13.794	干层	chang4+5
地211-57	2327.500	106.364	86.075	26.163	14.214	236.853	2.427	12.654	62.964	2.623	14.179	干层	chang4+5
地211-57	2327.625	106.942	86.538	26.053	14.247	231.251	1.786	12.045	65.935	2.628	14.274	干层	chang4+5
地211-57	2327.750	103.997	87.035	24.515	14.170	228.759	1.510	11.748	67.808	2.622	14.184	干层	chang4+5
地211-57	2327.875	98.653	87.560	21.786	14.725	227.430	1.440	11.613	67.686	2.604	14.569	干层	chang4+5
地211-57	2328.000	94.558	88.104	35.706	15.132	225.189	0.010	0.100	99.900	2.573	15.094		chang4+5
地211-57	2328.125	94.948	88.656	35.115	15.218	222.919	0.010	0.100	99.900	2.532	15.221		chang4+5
地211-57	2328.250	98.327	89.202	38.319	15.182	222.592	0.010	0.100	99.900	2.483	15.194		chang4+5
地211-57	2328.375	103.150	89.733	43.054	15.043	225.849	0.010	0.100	99.900	2.432	15.090		chang4+5
地211-57	2328.500	113.471	90.235	52.912	14.531	234.141	0.010	0.100	99.900	2.388	14.667		chang4+5
地211-57	2328.625	129.194	90.701	74.050	13.871	247.146	0.010	0.100	99.900	2.358	14.057		chang4+5
地211-57	2328.750	147.842	91.123	95.884	12.907	262.824	0.010	0.100	99.900	2.342	13.163		chang4+5
地211-57	2328.875	161.903	91.495	99.900	12.347	275.649	0.010	0.100	99.900	2.342	12.433		chang4+5
地211-57	2329.000	163.720	91.810	99.900	12.819	277.817	0.010	0.100	99.900	2.352	12.650		chang4+5
地211-57	2329.125	156.922	92.074	99.900	13.431	268.709	0.010	0.100	99.900	2.369	13.314		chang4+5
地211-57	2329.250	146.421	92.290	99.900	13.983	252.545	0.010	0.100	99.900	2.389	13.843		chang4+5
地211-57	2329.375	132.263	92.463	90.168	14.674	236.113	0.010	0.100	99.900	2.408	14.509		chang4+5
地211-57	2329.500	117.326	92.598	66.515	15.164	224.937	0.010	0.100	99.900	2.420	15.066		chang4+5
地211-57	2329.625	108.748	92.709	52.463	15.561	219.004	0.010	0.100	99.900	2.417	15.470		chang4+5
地211-57	2329.750	107.949	92.805	49.861	15.832	217.073	0.010	0.100	99.900	2.395	15.782		chang4+5
地211-57	2329.875	109.756	92.896	51.807	16.565	218.729	0.010	0.100	99.900	2.356	16.372		chang4+5
地211-57	2330.000	113.977	92.991	55.250	17.044	225.680	0.010	0.100	99.900	2.299	17.020		chang4+5
地211-57	2330.125	126.616	93.098	70.064	17.018	239.057	0.010	0.100	99.900	2.237	17.061		chang4+5
地211-57	2330.250	148.306	93.220	93.600	15.571	258.823	0.010	0.100	99.900	2.202	16.087		chang4+5
地211-57	2330.375	169.174	93.362	99.900	13.447	281.672	0.010	0.100	99.900	2.185	13.931		chang4+5
地211-57	2330.500	175.891	93.526	99.900	12.174	299.283	0.010	0.100	99.900	2.188	12.472		chang4+5
地211-57	2330.625	166.298	93.708	99.900	11.281	304.315	0.010	0.100	99.900	2.209	11.387		chang4+5
地211-57	2330.750	147.427	93.903	99.900	11.588	294.060	0.010	0.100	99.900	2.249	11.414		chang4+5
地211-57	2330.875	133.117	94.106	90.851	12.558	272.669	0.010	0.100	99.900	2.306	12.329		chang4+5
地211-57	2331.000	125.572	94.309	77.403	13.038	250.745	0.010	0.100	99.900	2.377	12.938		chang4+5
地211-57	2331.125	119.247	94.505	67.044	13.490	236.668	0.010	0.100	99.900	2.451	13.371		chang4+5
地211-57	2331.250	116.955	94.684	62.125	13.840	232.106	0.010	0.100	99.900	2.518	13.776		chang4+5
地211-57	2331.375	118.445	94.838	63.352	13.842	234.329	0.010	0.100	99.900	2.573	13.855		chang4+5
地211-57	2331.500	120.667	94.958	66.637	13.754	239.012	0.010	0.100	99.900	2.610	13.761		chang4+5
地211-57	2331.625	121.361	95.039	68.447	13.714	242.846	0.010	0.100	99.900	2.634	13.727		chang4+5
地211-57	2331.750	118.679	95.079	65.706	13.753	244.053	0.010	0.100	99.900	2.649	13.731		chang4+5
地211-57	2331.875	112.503	95.071	58.093	14.029	240.992	0.010	0.100	99.900	2.657	13.950		chang4+5
地211-57	2332.000	105.691	95.011	49.529	14.457	233.035	0.010	0.100	99.900	2.659	14.372		chang4+5
地211-57	2332.125	98.824	94.903	41.495	14.791	223.288	0.010	0.100	99.900	2.657	14.719		chang4+5
地211-57	2332.250	95.816	94.751	36.901	15.103	215.883	0.010	0.100	99.900	2.650	15.027		chang4+5
地211-57	2332.375	101.102	94.557	40.441	15.298	214.769	0.010	0.100	99.900	2.638	15.266		chang4+5
地211-57	2332.500	111.208	94.321	51.620	15.063	221.877	0.010	0.100	99.900	2.619	15.188		chang4+5
地211-57	2332.625	118.697	94.055	62.441	14.575	234.009	0.010	0.100	99.900	2.592	14.681		chang4+5
地211-57	2332.750	124.782	93.769	71.218	14.262	246.980	0.010	0.100	99.900	2.555	14.319		chang4+5
地211-57	2332.875	129.829	93.470	79.949	14.464	256.286	0.010	0.100	99.900	2.516	14.381		chang4+5
地211-57	2333.000	128.952	93.169	81.663	15.107	259.830	0.010	0.100	99.900	2.485	15.043		chang4+5
地211-57	2333.125	125.170	92.879	75.492	14.860	261.125	0.010	0.100	99.900	2.471	15.077		chang4+5
地211-57	2333.250	123.408	92.611	71.567	13.849	263.383	0.010	0.100	99.900	2.477	14.105		chang4+5
地211-57	2333.375	125.166	92.376	73.248	13.028	266.071	0.010	0.100	99.900	2.501	13.201		chang4+5
地211-57	2333.500	125.603	92.187	75.968	12.830	263.633	0.010	0.100	99.900	2.533	12.766		chang4+5
地211-57	2333.625	118.841	92.046	68.667	13.144	253.452	0.010	0.100	99.900	2.562	13.054		chang4+5
地211-57	2333.750	102.657	91.959	49.791	13.492	238.426	0.010	0.100	99.900	2.583	13.412		chang4+5
地211-57	2333.875	76.025	91.926	24.741	13.656	221.184	0.010	0.100	99.900	2.593	13.627		chang4+5
地211-57	2334.000	67.481	91.952	13.460	13.669	218.636	0.010	0.100	99.900	2.593	13.667		chang4+5
地211-57	2334.125	66.394	92.024	11.961	13.696	221.025	0.010	0.100	99.900	2.587	13.685		chang4+5
地211-57	2334.250	71.199	92.135	14.443	13.734	224.806	0.010	0.100	99.900	2.578	13.726		chang4+5
地211-57	2334.375	83.021	92.277	22.138	13.748	227.811	0.010	0.100	99.900	2.567	13.746		chang4+5
地211-57	2334.500	101.039	92.441	37.495	13.757	229.488	0.010	0.100	99.900	2.555	13.734		chang4+5
地211-57	2334.625	116.760	92.614	57.819	13.856	230.505	0.010	0.100	99.900	2.544	13.831		chang4+5
地211-57	2334.750	123.578	92.788	70.252	13.918	231.757	0.010	0.100	99.900	2.535	13.909		chang4+5
地211-57	2334.875	122.605	92.955	70.798	13.968	234.346	0.010	0.100	99.900	2.528	13.998		chang4+5
地211-57	2335.000	121.143	93.109	67.988	12.915	238.416	0.010	0.100	99.900	2.524	12.903		chang4+5
地211-57	2335.125	121.004	93.248	67.752	13.073	241.328	0.010	0.100	99.900	2.522	13.002		chang4+5
地211-57	2335.250	120.452	93.372	67.196	13.476	239.605	0.010	0.100	99.900	2.519	13.365		chang4+5
地211-57	2335.375	113.769	93.481	60.464	14.211	231.593	0.010	0.100	99.900	2.505	14.003		chang4+5
地211-57	2335.500	100.371	93.577	44.444	15.369	220.559	0.010	0.100	99.900	2.467	15.319		chang4+5
地211-57	2335.625	92.438	93.664	34.146	15.584	212.734	0.010	0.100	99.900	2.400	15.531		chang4+5
地211-57	2335.750	94.493	93.745	34.081	15.339	210.896	0.010	0.100	99.900	2.306	15.460		chang4+5
地211-57	2335.875	103.212	93.822	42.081	15.176	213.581	0.010	0.100	99.900	2.192	15.180		chang4+5
地211-57	2336.000	113.480	93.899	55.382	15.906	216.844	0.010	0.100	99.900	2.078	15.590		chang4+5
地211-57	2336.125	118.023	93.975	62.465	18.094	219.916	0.010	0.100	99.900	1.978	17.305		chang4+5
地211-57	2336.250	121.902	94.052	67.506	19.475	227.225	0.010	0.100	99.900	1.899	19.403		chang4+5
地211-57	2336.375	125.931	94.128	73.745	15.900	245.202	0.010	0.100	99.900	1.846	16.962		chang4+5
地211-57	2336.500	129.186	94.202	80.853	11.564	274.272	0.010	0.100	99.900	1.819	11.954		chang4+5
地211-57	2336.625	125.678	94.275	77.588	10.033	300.540	0.010	0.100	99.900	1.816	10.368		chang4+5
地211-57	2336.750	116.330	94.344	64.840	10.155	308.515	0.010	0.100	99.900	1.839	9.920		chang4+5
地211-57	2336.875	105.640	94.411	50.522	11.321	290.845	0.010	0.100	99.900	1.894	10.999		chang4+5
地211-57	2337.000	99.027	94.475	41.146	13.437	257.340	0.010	0.100	99.900	1.988	13.144		chang4+5
地211-57	2337.125	95.479	94.538	36.892	14.142	228.779	0.010	0.100	99.900	2.110	14.130		chang4+5
地211-57	2337.250	96.839	94.604	36.848	14.112	215.405	0.010	0.100	99.900	2.247	14.130		chang4+5
地211-57	2337.375	100.912	94.673	41.011	13.715	216.448	0.010	0.100	99.900	2.381	13.825		chang4+5
地211-57	2337.500	102.997	94.751	44.152	13.506	223.525	0.010	0.100	99.900	2.490	13.360		chang4+5
地211-57	2337.625	103.995	94.838	45.166	14.125	229.070	0.010	0.100	99.900	2.565	13.972		chang4+5
地211-57	2337.750	105.696	94.936	46.946	14.543	231.364	0.010	0.100	99.900	2.609	14.473		chang4+5
地211-57	2337.875	104.747	95.046	46.856	14.986	230.978	0.010	0.100	99.900	2.627	14.874		chang4+5
地211-57	2338.000	101.614	95.169	43.746	15.390	228.815	0.010	0.100	99.900	2.628	15.327		chang4+5
地211-57	2338.125	101.750	95.304	41.738	15.786	225.879	0.010	0.100	99.900	2.623	15.651		chang4+5
地211-57	2338.250	109.209	95.446	49.224	16.374	223.042	0.010	0.100	99.900	2.616	16.231		chang4+5
地211-57	2338.375	115.924	95.595	58.767	16.691	221.196	0.010	0.100	99.900	2.610	16.624		chang4+5
地211-57	2338.500	113.999	95.748	60.154	17.068	220.613	0.010	0.100	99.900	2.609	16.990		chang4+5
地211-57	2338.625	107.052	95.902	51.183	17.175	220.370	0.010	0.100	99.900	2.614	17.217		chang4+5
地211-57	2338.750	102.832	96.053	44.926	17.522	219.424	0.010	0.100	99.900	2.625	17.369		chang4+5
地211-57	2338.875	100.961	96.202	42.661	18.192	216.870	0.010	0.100	99.900	2.640	18.040		chang4+5
地211-57	2339.000	94.650	96.346	38.033	18.892	212.241	0.010	0.100	99.900	2.653	18.460		chang4+5
地211-57	2339.125	82.695	96.487	27.458	20.541	206.525	0.010	0.100	99.900	2.661	20.191		chang4+5
地211-57	2339.250	71.969	96.625	17.720	21.105	201.475	0.010	0.100	99.900	2.662	21.091		chang4+5
地211-57	2339.375	69.985	96.762	14.640	21.246	199.465	0.010	0.100	99.900	2.656	21.221		chang4+5
地211-57	2339.500	77.076	96.898	17.849	20.948	202.180	0.010	0.100	99.900	2.645	21.026		chang4+5
地211-57	2339.625	89.235	97.036	27.463	20.558	207.871	0.010	0.100	99.900	2.635	20.672		chang4+5
地211-57	2339.750	101.574	97.175	39.882	20.259	214.074	0.010	0.100	99.900	2.627	20.306		chang4+5
地211-57	2339.875	110.422	97.317	50.967	20.079	218.661	0.010	0.100	99.900	2.624	20.119		chang4+5
地211-57	2340.000	114.446	97.459	58.270	19.990	220.797	0.010	0.100	99.900	2.625	20.020		chang4+5
地211-57	2340.125	112.610	97.601	57.706	19.754	221.222	0.010	0.100	99.900	2.627	19.845		chang4+5
地211-57	2340.250	108.216	97.739	51.723	19.421	220.378	0.010	0.100	99.900	2.627	19.494		chang4+5
地211-57	2340.375	104.842	97.868	47.450	19.253	218.412	0.010	0.100	99.900	2.626	19.262		chang4+5
地211-57	2340.500	100.316	97.985	42.868	19.835	215.332	0.010	0.100	99.900	2.625	19.813		chang4+5
地211-57	2340.625	94.982	98.085	37.036	19.869	211.561	0.010	0.100	99.900	2.625	19.878		chang4+5
地211-57	2340.750	91.650	98.165	33.072	20.455	207.730	0.010	0.100	99.900	2.626	20.231		chang4+5
地211-57	2340.875	92.907	98.221	33.176	20.926	204.877	0.010	0.100	99.900	2.629	20.845		chang4+5
地211-57	2341.000	97.091	98.247	37.820	20.891	204.284	0.010	0.100	99.900	2.632	20.932		chang4+5
地211-57	2341.125	96.253	98.246	37.733	20.649	206.093	0.010	0.100	99.900	2.633	20.728		chang4+5
地211-57	2341.250	93.502	98.215	35.000	20.348	209.802	0.010	0.100	99.900	2.632	20.416		chang4+5
地211-57	2341.375	94.573	98.156	34.769	19.955	214.253	0.010	0.100	99.900	2.628	20.051		chang4+5
地211-57	2341.500	102.424	98.066	41.545	19.646	217.953	0.010	0.100	99.900	2.622	19.707		chang4+5
地211-57	2341.625	109.712	97.951	50.581	19.330	220.174	0.010	0.100	99.900	2.616	19.424		chang4+5
地211-57	2341.750	115.406	97.815	58.088	18.931	220.900	0.010	0.100	99.900	2.611	19.027		chang4+5
地211-57	2341.875	120.292	97.661	65.211	18.719	220.588	0.010	0.100	99.900	2.610	18.761		chang4+5
地211-57	2342.000	119.552	97.492	67.562	18.554	219.949	0.010	0.100	99.900	2.611	18.579		chang4+5
地211-57	2342.125	113.709	97.313	59.543	18.437	219.518	0.010	0.100	99.900	2.616	18.469		chang4+5
地211-57	2342.250	112.696	97.130	55.605	18.451	219.351	0.010	0.100	99.900	2.621	18.428		chang4+5
地211-57	2342.375	115.106	96.947	58.774	18.573	219.257	0.010	0.100	99.900	2.626	18.543		chang4+5
地211-57	2342.500	112.257	96.767	57.035	18.654	219.126	0.010	0.100	99.900	2.629	18.649		chang4+5
地211-57	2342.625	107.874	96.594	51.355	18.600	219.112	0.010	0.100	99.900	2.627	18.635		chang4+5
地211-57	2342.750	105.742	96.430	47.822	18.519	219.337	0.010	0.100	99.900	2.622	18.529		chang4+5
地211-57	2342.875	107.330	96.276	48.761	18.508	219.746	0.010	0.100	99.900	2.614	18.512		chang4+5
地211-57	2343.000	111.091	96.135	53.541	18.387	220.211	0.010	0.100	99.900	2.607	18.424		chang4+5
地211-57	2343.125	111.314	96.002	54.977	18.267	220.683	0.010	0.100	99.900	2.603	18.286		chang4+5
地211-57	2343.250	109.904	95.876	52.957	18.149	221.109	0.010	0.100	99.900	2.603	18.182		chang4+5
地211-57	2343.375	112.989	95.755	55.246	17.936	221.382	0.010	0.100	99.900	2.607	17.992		chang4+5
地211-57	2343.500	119.264	95.633	63.665	17.649	221.473	0.010	0.100	99.900	2.614	17.724		chang4+5
地211-57	2343.625	123.088	95.506	69.751	17.384	221.548	0.010	0.100	99.900	2.622	17.432		chang4+5
地211-57	2343.750	125.547	95.369	73.852	17.182	221.792	0.010	0.100	99.900	2.627	17.231		chang4+5
地211-57	2343.875	126.405	95.218	75.779	16.898	222.409	0.010	0.100	99.900	2.629	16.967		chang4+5
地211-57	2344.000	126.850	95.045	76.548	16.683	223.515	0.010	0.100	99.900	2.627	16.744		chang4+5
地211-57	2344.125	127.413	94.850	77.351	16.475	224.598	0.010	0.100	99.900	2.624	16.511		chang4+5
地211-57	2344.250	128.526	94.633	78.922	16.321	224.558	0.010	0.100	99.900	2.621	16.359		chang4+5
地211-57	2344.375	130.695	94.392	82.471	16.347	221.932	0.010	0.100	99.900	2.623	16.322		chang4+5
地211-57	2344.500	124.215	94.127	77.564	16.681	215.767	0.010	0.100	99.900	2.628	16.675		chang4+5
地211-57	2344.625	111.393	93.844	58.573	16.866	207.624	0.010	0.100	99.900	2.634	16.772		chang4+5
地211-57	2344.750	102.147	93.549	45.516	17.143	199.945	0.010	0.100	99.900	2.638	17.092		chang4+5
地211-57	2344.875	99.573	93.247	40.979	17.010	195.861	0.010	0.100	99.900	2.636	17.058		chang4+5
地211-57	2345.000	99.357	92.947	40.074	16.642	198.822	0.010	0.100	99.900	2.629	16.834		chang4+5
地211-57	2345.125	100.857	92.655	41.445	15.962	208.603	0.010	0.100	99.900	2.619	16.088		chang4+5
地211-57	2345.250	104.108	92.380	44.584	15.235	221.685	0.010	0.100	99.900	2.607	15.436		chang4+5
地211-57	2345.375	110.008	92.130	51.001	14.682	230.549	0.010	0.100	99.900	2.588	14.791		chang4+5
地211-57	2345.500	112.929	91.914	56.292	14.583	228.032	0.010	0.100	99.900	2.545	14.583		chang4+5
地211-57	2345.625	112.257	91.734	56.341	14.636	217.853	0.010	0.100	99.900	2.465	14.608		chang4+5
地211-57	2345.750	107.772	91.595	51.699	14.751	207.583	0.010	0.100	99.900	2.339	14.724		chang4+5
地211-57	2345.875	102.335	91.499	45.002	15.062	202.865	0.010	0.100	99.900	2.176	14.960		chang4+5
地211-57	2346.000	101.573	91.452	42.087	16.104	202.582	0.010	0.100	99.900	2.008	15.829		chang4+5
地211-57	2346.125	104.128	91.448	44.971	19.280	201.674	0.010	0.100	99.900	1.868	17.898		chang4+5
地211-57	2346.250	104.539	91.484	46.354	23.957	201.023	0.010	0.100	99.900	1.778	22.988		chang4+5
地211-57	2346.375	101.227	91.559	43.308	22.400	209.622	0.010	0.100	99.900	1.740	23.221		chang4+5
地211-57	2346.500	102.380	91.671	42.012	13.466	239.127	0.010	0.100	99.900	1.741	15.260		chang4+5
地211-57	2346.625	108.611	91.811	49.218	8.552	282.772	0.010	0.100	99.900	1.759	8.948		chang4+5
地211-57	2346.750	111.994	91.972	54.727	7.155	322.308	0.010	0.100	99.900	1.786	7.453		chang4+5
地211-57	2346.875	110.793	92.150	54.268	7.274	336.987	0.010	0.100	99.900	1.820	7.177		chang4+5
地211-57	2347.000	109.430	92.340	52.283	8.093	318.231	0.010	0.100	99.900	1.866	7.720		chang4+5
地211-57	2347.125	109.521	92.536	51.733	9.685	283.824	0.010	0.100	99.900	1.930	9.290		chang4+5
地211-57	2347.250	112.170	92.730	54.471	10.619	252.852	0.010	0.100	99.900	2.012	10.493		chang4+5
地211-57	2347.375	116.012	92.919	59.555	11.177	238.918	0.010	0.100	99.900	2.109	11.065		chang4+5
地211-57	2347.500	114.259	93.098	59.512	10.745	244.107	0.010	0.100	99.900	2.205	10.982		chang4+5
地211-57	2347.625	112.617	93.265	55.693	10.176	257.667	0.010	0.100	99.900	2.286	10.185		chang4+5
地211-57	2347.750	116.205	93.415	59.324	10.334	271.481	0.010	0.100	99.900	2.341	10.270		chang4+5
地211-57	2347.875	122.048	93.548	67.274	11.192	280.543	0.010	0.100	99.900	2.369	10.960		chang4+5
地211-57	2348.000	125.376	93.659	73.509	12.006	282.751	0.010	0.100	99.900	2.379	11.927		chang4+5
地211-57	2348.125	127.612	93.751	77.126	12.421	278.896	0.010	0.100	99.900	2.380	12.295		chang4+5
地211-57	2348.250	129.980	93.821	80.875	12.852	269.149	0.010	0.100	99.900	2.376	12.762		chang4+5
地211-57	2348.375	132.316	93.870	85.092	13.256	254.981	0.010	0.100	99.900	2.356	13.143		chang4+5
地211-57	2348.500	130.703	93.897	84.104	14.218	241.540	0.010	0.100	99.900	2.308	13.970		chang4+5
地211-57	2348.625	128.564	93.904	80.186	14.994	234.839	0.010	0.100	99.900	2.233	14.886		chang4+5
地211-57	2348.750	130.925	93.892	81.628	15.851	237.174	0.010	0.100	99.900	2.143	15.591		chang4+5
地211-57	2348.875	137.752	93.862	92.794	18.416	246.188	0.010	0.100	99.900	2.055	17.781		chang4+5
地211-57	2349.000	139.010	93.812	99.569	19.512	257.923	0.010	0.100	99.900	1.992	19.339		chang4+5
地211-57	2349.125	135.452	93.744	93.230	17.562	272.384	0.010	0.100	99.900	1.956	18.844		chang4+5
地211-57	2349.250	131.099	93.658	85.673	13.353	292.172	0.010	0.100	99.900	1.946	14.202		chang4+5
地211-57	2349.375	126.829	93.552	78.301	9.360	314.562	0.010	0.100	99.900	1.955	10.258		chang4+5
地211-57	2349.500	123.585	93.424	72.948	8.356	326.139	0.010	0.100	99.900	1.976	8.337		chang4+5
地211-57	2349.625	120.053	93.275	67.532	8.864	317.372	0.010	0.100	99.900	2.007	8.612		chang4+5
地211-57	2349.750	116.726	93.104	62.720	9.856	290.807	0.010	0.100	99.900	2.051	9.628		chang4+5
地211-57	2349.875	116.836	92.912	61.396	10.604	259.973	0.010	0.100	99.900	2.114	10.431		chang4+5
地211-57	2350.000	119.554	92.696	65.390	11.502	239.381	0.010	0.100	99.900	2.202	11.241		chang4+5
地211-57	2350.125	117.667	92.461	64.676	12.407	229.068	0.010	0.100	99.900	2.307	12.246		chang4+5
地211-57	2350.250	108.931	92.213	54.824	13.266	222.956	0.010	0.100	99.900	2.416	13.036		chang4+5
地211-57	2350.375	94.521	91.954	39.215	14.226	216.705	0.010	0.100	99.900	2.511	14.016		chang4+5
地211-57	2350.500	83.510	91.689	26.351	14.433	211.033	0.010	0.100	99.900	2.576	14.419		chang4+5
地211-57	2350.625	81.045	91.424	22.706	14.715	207.607	0.010	0.100	99.900	2.613	14.579		chang4+5
地211-57	2350.750	83.998	91.168	24.839	15.106	205.843	0.010	0.100	99.900	2.628	15.036		chang4+5
地211-57	2350.875	85.703	90.924	26.791	15.322	204.311	0.010	0.100	99.900	2.631	15.279		chang4+5
地211-57	2351.000	84.779	90.700	26.976	15.399	202.830	0.010	0.100	99.900	2.629	15.345		chang4+5
地211-57	2351.125	81.022	90.495	23.862	15.633	202.067	0.010	0.100	99.900	2.628	15.574		chang4+5
地211-57	2351.250	78.210	90.313	21.195	15.986	201.521	0.010	0.100	99.900	2.629	15.887		chang4+5
地211-57	2351.375	77.150	90.154	20.100	16.387	199.432	0.010	0.100	99.900	2.631	16.227		chang4+5
地211-57	2351.500	77.015	90.018	19.849	18.726	195.656	0.010	0.100	99.900	2.632	18.417		chang4+5
地211-57	2351.625	77.329	89.900	19.962	18.325	195.341	0.010	0.100	99.900	2.627	18.935		chang4+5
地211-57	2351.750	80.672	89.799	21.850	15.044	204.965	0.010	0.100	99.900	2.614	15.925		chang4+5
地211-57	2351.875	89.697	89.711	28.499	12.765	225.935	0.010	0.100	99.900	2.588	13.218		chang4+5
地211-57	2352.000	101.141	89.637	39.929	12.023	248.411	0.010	0.100	99.900	2.553	11.984		chang4+5
地211-57	2352.125	108.341	89.574	49.290	12.766	259.699	0.010	0.100	99.900	2.518	12.410		chang4+5
地211-57	2352.250	114.585	89.524	56.524	13.719	256.735	0.010	0.100	99.900	2.491	13.563		chang4+5
地211-57	2352.375	124.757	89.489	69.520	13.574	245.736	0.010	0.100	99.900	2.478	13.646		chang4+5
地211-57	2352.500	136.079	89.477	89.105	13.319	235.745	0.010	0.100	99.900	2.475	13.324		chang4+5
地211-57	2352.625	139.336	89.489	99.116	13.325	229.192	0.010	0.100	99.900	2.469	13.317		chang4+5
地211-57	2352.750	129.049	89.530	86.639	13.830	224.876	0.010	0.100	99.900	2.446	13.647		chang4+5
地211-57	2352.875	110.171	89.604	59.446	14.671	224.239	0.010	0.100	99.900	2.399	14.483		chang4+5
地211-57	2353.000	96.290	89.719	39.441	14.333	233.821	0.010	0.100	99.900	2.329	14.876		chang4+5
地211-57	2353.125	90.986	89.870	31.949	12.586	255.692	0.010	0.100	99.900	2.255	12.847		chang4+5
地211-57	2353.250	97.759	90.054	36.136	10.836	285.217	0.010	0.100	99.900	2.194	11.342		chang4+5
地211-57	2353.375	115.829	90.269	54.331	9.536	310.947	0.010	0.100	99.900	2.158	9.770		chang4+5
地211-57	2353.500	140.288	90.508	91.305	10.009	319.382	0.010	0.100	99.900	2.156	9.737		chang4+5
地211-57	2353.625	155.900	90.760	99.900	11.131	309.537	0.010	0.100	99.900	2.178	10.865		chang4+5
地211-57	2353.750	158.609	91.014	99.900	11.996	287.949	0.010	0.100	99.900	2.219	11.823		chang4+5
地211-57	2353.875	151.010	91.260	99.900	12.864	266.187	0.010	0.100	99.900	2.271	12.680		chang4+5
地211-57	2354.000	142.564	91.484	99.900	12.611	255.458	0.010	0.100	99.900	2.328	12.733		chang4+5
地211-57	2354.125	138.328	91.680	97.941	12.005	255.661	0.010	0.100	99.900	2.384	12.180		chang4+5
地211-57	2354.250	137.373	91.840	95.025	11.822	260.661	0.010	0.100	99.900	2.433	11.792		chang4+5
地211-57	2354.375	137.983	91.959	95.958	12.448	263.093	0.010	0.100	99.900	2.473	12.258		chang4+5
地211-57	2354.500	134.626	92.031	93.094	13.701	260.258	0.010	0.100	99.900	2.497	13.481		chang4+5
地211-57	2354.625	127.494	92.064	80.608	14.302	256.946	0.010	0.100	99.900	2.497	14.254		chang4+5
地211-57	2354.750	122.396	92.061	71.275	14.938	258.270	0.010	0.100	99.900	2.466	14.728		chang4+5
地211-57	2354.875	121.429	92.028	68.439	14.904	267.195	0.010	0.100	99.900	2.396	14.983		chang4+5
地211-57	2355.000	122.269	91.973	69.155	13.141	283.147	0.010	0.100	99.900	2.304	13.970		chang4+5
地211-57	2355.125	123.398	91.909	70.954	10.543	300.204	0.010	0.100	99.900	2.216	10.905		chang4+5
地211-57	2355.250	123.293	91.846	71.414	9.135	311.265	0.010	0.100	99.900	2.096	9.457		chang4+5
地211-57	2355.375	121.613	91.795	69.214	9.327	309.761	0.010	0.100	99.900	2.002	9.208		chang4+5
地211-57	2355.500	122.127	91.767	68.625	9.987	294.514	0.010	0.100	99.900	1.961	9.765		chang4+5
地211-57	2355.625	121.832	91.768	70.182	10.763	273.811	0.010	0.100	99.900	1.973	10.623		chang4+5
地211-57	2355.750	115.587	91.803	62.735	11.268	254.027	0.010	0.100	99.900	2.032	11.158		chang4+5
